Permission:[android:name=android.permission.INTERNET], Count:,140 
Permission:[android:name=android.permission.ACCESS_NETWORK_STATE], Count:,107 
Permission:[android:name=android.permission.WRITE_EXTERNAL_STORAGE], Count:,85 
Permission:[android:name=android.permission.VIBRATE], Count:,66 
Permission:[android:name=android.permission.READ_PHONE_STATE], Count:,62 
Permission:[android:name=android.permission.ACCESS_FINE_LOCATION], Count:,60 
Permission:[android:name=android.permission.WAKE_LOCK], Count:,43 
Permission:[android:name=android.permission.ACCESS_COARSE_LOCATION], Count:,40 
Permission:[android:name=android.permission.READ_CONTACTS], Count:,40 
Permission:[android:name=android.permission.CAMERA], Count:,31 
Permission:[android:name=android.permission.CALL_PHONE], Count:,28 
Permission:[android:name=android.permission.ACCESS_WIFI_STATE], Count:,27 
Permission:[android:name=android.permission.RECEIVE_BOOT_COMPLETED], Count:,24 
Permission:[android:name=android.permission.RECORD_AUDIO], Count:,20 
Permission:[android:name=android.permission.GET_ACCOUNTS], Count:,19 
Permission:[android:name=android.permission.READ_SMS], Count:,19 
Permission:[android:name=android.permission.SET_WALLPAPER], Count:,19 
Permission:[android:name=android.permission.SEND_SMS], Count:,17 
Permission:[android:name=com.android.vending.BILLING], Count:,15 
Permission:[android:name=android.permission.WRITE_CONTACTS], Count:,14 
Permission:[android:name=android.permission.WRITE_SETTINGS], Count:,14 
Permission:[android:name=com.google.android.c2dm.permission.RECEIVE], Count:,14 
Permission:[android:name=android.permission.GET_TASKS], Count:,13 
Permission:[android:name=android.permission.RECEIVE_SMS], Count:,12 
Permission:[android:name=android.permission.WRITE_SMS], Count:,11 
Permission:[android:name=android.permission.MODIFY_AUDIO_SETTINGS], Count:,10 
Permission:[android:name=android.permission.USE_CREDENTIALS], Count:,10 
Permission:[android:name=android.permission.CHANGE_NETWORK_STATE], Count:,9 
Permission:[android:name=android.permission.RESTART_PACKAGES], Count:,9 
Permission:[android:name=android.permission.CHANGE_WIFI_STATE], Count:,8 
Permission:[android:name=com.google.android.providers.gsf.permission.READ_GSERVICES], Count:,8 
Permission:[android:name=android.permission.BLUETOOTH], Count:,7 
Permission:[android:name=android.permission.BROADCAST_STICKY], Count:,7 
Permission:[android:name=android.permission.MANAGE_ACCOUNTS], Count:,7 
Permission:[android:name=android.permission.MODIFY_PHONE_STATE], Count:,7 
Permission:[android:name=android.permission.READ_USER_DICTIONARY], Count:,7 
Permission:[android:name=android.permission.SYSTEM_ALERT_WINDOW], Count:,7 
Permission:[android:name=android.permission.WRITE_USER_DICTIONARY], Count:,7 
Permission:[android:name=android.permission.ACCESS_MOCK_LOCATION], Count:,6 
Permission:[android:name=android.permission.READ_LOGS], Count:,6 
Permission:[android:name=android.permission.WRITE_SYNC_SETTINGS], Count:,6 
Permission:[android:name=android.permission.AUTHENTICATE_ACCOUNTS], Count:,5 
Permission:[android:name=android.permission.BLUETOOTH_ADMIN], Count:,5 
Permission:[android:name=android.permission.DISABLE_KEYGUARD], Count:,5 
Permission:[android:name=android.permission.FLASHLIGHT], Count:,5 
Permission:[android:name=android.permission.PROCESS_OUTGOING_CALLS], Count:,5 
Permission:[android:name=android.permission.READ_SYNC_SETTINGS], Count:,5 
Permission:[android:name=android.permission.RECEIVE_MMS], Count:,5 
Permission:[android:name=android.permission.KILL_BACKGROUND_PROCESSES], Count:,4 
Permission:[android:name=android.permission.PERSISTENT_ACTIVITY], Count:,4 
Permission:[android:name=android.permission.READ_EXTERNAL_STORAGE], Count:,4 
Permission:[android:name=android.permission.WRITE_SECURE_SETTINGS], Count:,4 
Permission:[android:name=com.android.launcher.permission.INSTALL_SHORTCUT], Count:,4 
Permission:[android:name=android.permission.MOUNT_UNMOUNT_FILESYSTEMS], Count:,3 
Permission:[android:name=android.permission.READ_CALENDAR], Count:,3 
Permission:[android:name=android.permission.READ_CALL_LOG], Count:,3 
Permission:[android:name=android.permission.READ_PROFILE], Count:,3 
Permission:[android:name=android.permission.READ_SYNC_STATS], Count:,3 
Permission:[android:name=android.permission.WRITE_CALENDAR], Count:,3 
Permission:[android:name=com.android.alarm.permission.SET_ALARM], Count:,3 
Permission:[android:name=com.android.browser.permission.READ_HISTORY_BOOKMARKS], Count:,3 
Permission:[android:name=android.permission.ACCESS_LOCATION_EXTRA_COMMANDS], Count:,2 
Permission:[android:name=android.permission.DOWNLOAD_WITHOUT_NOTIFICATION], Count:,2 
Permission:[android:name=android.permission.GET_PACKAGE_SIZE], Count:,2 
Permission:[android:name=android.permission.INJECT_EVENT], Count:,2 
Permission:[android:name=android.permission.INSTALL_PACKAGES], Count:,2 
Permission:[android:name=android.permission.LOCATION], Count:,2 
Permission:[android:name=android.permission.REORDER_TASKS], Count:,2 
Permission:[android:name=android.permission.WRITE_INTERNAL_STORAGE], Count:,2 
Permission:[android:name=android.permission.WRITE_OWNER_DATA], Count:,2 
Permission:[android:name=com.google.android.gms.permission.ACTIVITY_RECOGNITION], Count:,2 
Permission:[android:name=com.google.android.googleapps.permission.GOOGLE_AUTH], Count:,2 
Permission:[android:name=com.yahoo.mobile.client.android.permissions.YAHOO_INTER_APP], Count:,2 
Permission:[android:name=vsin.t16_funny_photo.permission.C2D_MESSAGE], Count:,2 
Permission:[name=android.permission.ACCESS_NETWORK_STATE], Count:,2 
Permission:[android:name=andorid.permission.WRITE_EXTERNAL_STORAGE], Count:,1 
Permission:[android:name=android.permission.ACCESS_CHECKIN_PROPERTIES], Count:,1 
Permission:[android:name=android.permission.ACCESS_COARSE_UPDATES], Count:,1 
Permission:[android:name=android.permission.ACCESS_DOWNLOAD_MANAGER], Count:,1 
Permission:[android:name=android.permission.ACCESS_GPS], Count:,1 
Permission:[android:name=android.permission.ADD_ACCOUNTS], Count:,1 
Permission:[android:name=android.permission.ADD_SYSTEM_SERVICE], Count:,1 
Permission:[android:name=android.permission.BACKUP], Count:,1 
Permission:[android:name=android.permission.BROADCAST_SMS], Count:,1 
Permission:[android:name=android.permission.BROADCAST_WAP_PUSH], Count:,1 
Permission:[android:name=android.permission.CALL_PRIVILEGED], Count:,1 
Permission:[android:name=android.permission.CHANGE_CONFIGURATION], Count:,1 
Permission:[android:name=android.permission.CHANGE_WIFI_MULTICAST_STATE], Count:,1 
Permission:[android:name=android.permission.CLEAR_APP_CACHE], Count:,1 
Permission:[android:name=android.permission.DEVICE_POWER], Count:,1 
Permission:[android:name=android.permission.EXPAND_STATUS_BAR], Count:,1 
Permission:[android:name=android.permission.INSTALL_DRM], Count:,1 
Permission:[android:name=android.permission.INTERNAL_SYSTEM_WINDOW], Count:,1 
Permission:[android:name=android.permission.NFC], Count:,1 
Permission:[android:name=android.permission.SET_TIME_ZONE], Count:,1 
Permission:[android:name=android.permission.SET_WALLPAPER_HINTS], Count:,1 
Permission:[android:name=android.permission.SHUTDOWN], Count:,1 
Permission:[android:name=android.permission.STATUS_BAR], Count:,1 
Permission:[android:name=android.permission.STOP_APP_SWITCHES], Count:,1 
Permission:[android:name=android.permission.SUBSCRIBED_FEEDS_READ], Count:,1 
Permission:[android:name=android.permission.SUBSCRIBED_FEEDS_WRITE], Count:,1 
Permission:[android:name=android.permission.UPDATE_DEVICE_STATS], Count:,1 
Permission:[android:name=android.permission.USE_SIP], Count:,1 
Permission:[android:name=android.permission.WRITE_APN_SETTINGS], Count:,1 
Permission:[android:name=android.permission.WRITE_CALL_LOG], Count:,1 
Permission:[android:name=com.and.games505.battleislands.permission.C2D_MESSAGE], Count:,1 
Permission:[android:name=com.android.ContactWidget.permission.READ_SETTINGS], Count:,1 
Permission:[android:name=com.android.launcher.permission.READ_SETTINGS], Count:,1 
Permission:[android:name=com.android.launcher.permission.UNINSTALL_SHORTCUT], Count:,1 
Permission:[android:name=com.android.launcher3.permission.READ_SETTINGS], Count:,1 
Permission:[android:name=com.android.vending.CHECK_LICENSE], Count:,1 
Permission:[android:name=com.appsbuilder478419.permission.C2D_MESSAGE], Count:,1 
Permission:[android:name=com.appsbuilder478419.permission.MAPS_RECEIVE], Count:,1 
Permission:[android:name=com.avast.android.generic.CENTRAL_SERVICE_PERMISSION], Count:,1 
Permission:[android:name=com.avast.android.generic.COMM_PERMISSION], Count:,1 
Permission:[android:name=com.avast.android.mobilesecurity.permission.C2D_MESSAGE], Count:,1 
Permission:[android:name=com.beejive.im.fbchat.permission.C2D_MESSAGE], Count:,1 
Permission:[android:name=com.bluetornadosf.smartypants.permission.C2D_MESSAGE], Count:,1 
Permission:[android:name=com.booking.permission.C2D_MESSAGE], Count:,1 
Permission:[android:name=com.booking.permission.RECEIVER], Count:,1 
Permission:[android:name=com.cnn.cnnmoney.permission.C2D_MESSAGE], Count:,1 
Permission:[android:name=com.fede.launcher.permission.READ_SETTINGS], Count:,1 
Permission:[android:name=com.google.android.gm.permission.READ_CONTENT_PROVIDER], Count:,1 
Permission:[android:name=com.google.android.googleapps.permission.GOOGLE_AUTH.YouTubeUser], Count:,1 
Permission:[android:name=com.google.android.googleapps.permission.GOOGLE_AUTH.lh2], Count:,1 
Permission:[android:name=com.google.android.googleapps.permission.GOOGLE_AUTH.youtube], Count:,1 
Permission:[android:name=com.google.android.marvin.talkback.PERMISSION_SEND_INTENT_BROADCAST_COMMANDS_TO_TALKBACK], Count:,1 
Permission:[android:name=com.googlecode.eyesfree.inputmethod.latin.PERMISSION_REQUEST], Count:,1 
Permission:[android:name=com.htc.launcher.permission.READ_SETTINGS], Count:,1 
Permission:[android:name=com.lge.launcher.permission.READ_SETTINGS], Count:,1 
Permission:[android:name=com.motorola.dlauncher.permission.READ_SETTINGS], Count:,1 
Permission:[android:name=com.motorola.launcher.permission.READ_SETTINGS], Count:,1 
Permission:[android:name=com.parrot.flowerpower.android.gcm.permission.C2D_MESSAGE], Count:,1 
Permission:[android:name=com.speaktoit.assistant.permission.C2D_MESSAGE], Count:,1 
Permission:[android:name=com.springpad.permission.C2D_MESSAGE], Count:,1 
Permission:[android:name=com.tripadvisor.android.lib.tamobile.permission.MAPS_RECEIVE], Count:,1 
Permission:[android:name=com.tripadvisor.tripadvisor.permission.C2D_MESSAGE], Count:,1 
Permission:[android:name=me.everything.launcher.permission.C2D_MESSAGE], Count:,1 
Permission:[android:name=me.everything.launcher.permission.READ_SETTINGS], Count:,1 
Permission:[android:name=me.everything.launcher.permission.WRITE_SETTINGS], Count:,1 
Permission:[android:name=org.adw.launcher.permission.READ_SETTINGS], Count:,1 
